num_acidente;chv_localidade;data_acidente;uf_acidente;ano_acidente;mes_acidente;mes_ano_acidente;codigo_ibge;dia_semana;fase_dia;tp_acidente;cond_meteorologica;end_acidente;num_end_acidente;cep_acidente;bairro_acidente;km_via_acidente;latitude_acidente;longitude_acidente;hora_acidente;tp_rodovia;cond_pista;tp_cruzamento;tp_pavimento;tp_curva;lim_velocidade;tp_pista;ind_guardrail;ind_cantcentral;ind_acostamento;qtde_acidente;qtde_acid_com_obitos;qtde_envolvidos;qtde_feridosilesos;qtde_obitos
5384508;GO5211206201802;2018-02-12;GO;2018;02;022018;5211206;SEGUNDA-FEIRA;TARDE;CAPOTAMENTO;OUTRAS CONDICOES;GO 156;00000;00000000;ZONA RURAL;0000;;;130500;ESTADUAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;1;1;0;1
3248185;SC4203600201911;2019-11-01;SC;2019;11;112019;4203600;SEXTA-FEIRA;TARDE;COLISAO;NAO INFORMADO;RUA FRANCISCO DANILO VALENTI;00000;00000000;;0000;;;121000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
2424785;MG3134400202207;2022-07-06;MG;2022;07;072022;3134400;QUARTA-FEIRA;NOITE;DESCONHECIDO;CLARO;PREFEITO JUCA PADUA;00628;00000000;JARDIM ELDORADO;0000;-19.7231067;-50.1891736;193201;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;SIM;1;0;2;2;0
2888165;MG3117306202309;2023-09-28;MG;2023;09;092023;3117306;QUINTA-FEIRA;TARDE;CAPOTAMENTO;CLARO;LMG 799;00000;00000000;;0024;-19.8992114;-48.2864001;160000;ESTADUAL;SECA;MESMA SUPERFICIE  OUTROS;ASFALTO;CURVA ABERTA;80 KMH;SIMPLES  SEM CICLOVIA;NAO INFORMADO;NAO;NAO;1;0;1;1;0
3080525;MG3167202201806;2018-06-12;MG;2018;06;062018;3167202;TERCA-FEIRA;NOITE;CHOQUE;NAO INFORMADO;JOSE SERVULO SOALHEIRO;00000;00000000;;0000;;;181526;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
5660610;SC4209003202207;2022-07-20;SC;2022;07;072022;4209003;QUARTA-FEIRA;MANHA;COLISAO;NAO INFORMADO;AVENIDA SANTA TEREZINHA;00000;00000000;;0000;;;083000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
3828236;MG3106200202001;2020-01-18;MG;2020;01;012020;3106200;SABADO;MADRUGADA;CHOQUE;NAO INFORMADO;CONSELHEIRO SARAIVA;00000;00000000;;0000;;;040000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
998959;GO5200308201902;2019-02-02;GO;2019;02;022019;5200308;SABADO;MADRUGADA;CAPOTAMENTO;OUTRAS CONDICOES;GO-060 KM 39;00000;00000000;BAIRRO NAO IDENTIFICADO;0000;;;020000;ESTADUAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
4907122;PR4119905202206;2022-06-13;PR;2022;06;062022;4119905;SEGUNDA-FEIRA;MANHA;COLISAO LATERAL;DESCONHECIDAS;RUA CORONEL FRANCISCO RIBAS;00700;00000000;CENTRO;0000;;;083000;MUNICIPAL;NAO INFORMADO;CRUZAMENTO  MESMA SUPERFICIE;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;1;0;2;2;0
446692;SC4202008202203;2022-03-11;SC;2022;03;032022;4202008;SEXTA-FEIRA;TARDE;COLISAO;NAO INFORMADO;AVENIDA DO ESTADO;00000;00000000;;0000;;;160000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
2675806;DF5300108202105;2021-05-05;DF;2021;05;052021;5300108;QUARTA-FEIRA;TARDE;COLISAO;NAO INFORMADO;VILA BURITIS EQ 1 2 PJ A;51520;00000000;PLANALTINA;0000;-0000000000;-0000000000;120000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
1872843;PE2611606202201;2022-01-30;PE;2022;01;012022;2611606;DOMINGO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDAS;BOMBA DO HEMETERIO;00000;00000000;;0000;;;000000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
4486577;GO5216809202007;2020-07-18;GO;2020;07;072020;5216809;SABADO;TARDE;DESCONHECIDO;CLARO;GO-080 KM 64;00000;00000000;ZONA RURAL;0000;;;120900;ESTADUAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
286589;SC4208906201904;2019-04-13;SC;2019;04;042019;4208906;SABADO;MANHA;COLISAO;NAO INFORMADO;R  QUINTINO BOCAIUVA;00000;00000000;;0000;;;101500;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;3;3;0
3203543;SP3518701202311;2023-11-12;SP;2023;11;112023;3518701;DOMINGO;NOITE;COLISAO FRONTAL;CLARO;RUA ACRE;00640;00000000;;0000;-23.9799820;-46.2089800;185700;MUNICIPAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO;SIM;SIM;1;0;0;0;0
3873690;CE2311405201911;2019-11-11;CE;2019;11;112019;2311405;SEGUNDA-FEIRA;MADRUGADA;COLISAO;NAO INFORMADO;;00000;00000000;;0000;;;002300;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;1;2;1;1
4844827;SP3550704202403;2024-03-16;SP;2024;03;032024;3550704;SABADO;TARDE;COLISAO LATERAL;CLARO;DOUTOR MANOEL HIPOLITO DO REGO;02000;00000000;;0000;-23.7901632;-45.5776055;141500;MUNICIPAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO;NAO INFORMADO;SIM;1;0;0;0;0
5839393;SP3537305202006;2020-06-20;SP;2020;06;062020;3537305;SABADO;MANHA;COLISAO TRASEIRA;CLARO;RUA AMAZONAS;00060;00000000;VILA SAO JAOQUIM;0000;;;073300;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;DESCONHECIDO;1;0;2;2;0
5841183;SP3541406202404;2024-04-02;SP;2024;04;042024;3541406;TERCA-FEIRA;MANHA;DESCONHECIDO;DESCONHECIDAS;AVENIDA BRASIL;01134;00000000;;0000;-22.1290562;-51.3864939;080000;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;0;0;0
5900629;PR4119905201912;2019-12-04;PR;2019;12;122019;4119905;QUARTA-FEIRA;MANHA;COLISAO LATERAL;DESCONHECIDAS;RUA DO ROSARIO;01000;00000000;CENTRO;0000;;;070000;MUNICIPAL;NAO INFORMADO;CRUZAMENTO  MESMA SUPERFICIE;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;1;0;2;2;0
3326361;SP3542602202201;2022-01-09;SP;2022;01;012022;3542602;DOMINGO;MANHA;ATROPELAMENTO COM PEDESTRE;DESCONHECIDAS;BR 116;00449;00000000;;0449;;;093200;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;1;1;0;1
2116806;MG3141108202302;2023-02-23;MG;2023;02;022023;3141108;QUINTA-FEIRA;NOITE;QUEDA;NAO INFORMADO;ALCINO GONCALVES COTA;00000;00000000;BOM JESUS;0000;-19.5705497;-44.0619828;182000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
6129630;SP3550308202205;2022-05-12;SP;2022;05;052022;3550308;QUINTA-FEIRA;MANHA;DESCONHECIDO;DESCONHECIDAS;AVENIDA NOSSA SENHORA DO O;00186;00000000;LIMAO;0000;;;083228;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;0;0;0
1073304;MS5008305201804;2018-04-03;MS;2018;04;042018;5008305;TERCA-FEIRA;MANHA;COLISAO TRANSVERSAL;CLARO;AVENIDA PROFESSOR JOAO THOMES;00000;00000000;;0000;;;083000;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;NAO HAVIA CURVA;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO;1;0;2;2;0
2946658;SC4203006202210;2022-10-30;SC;2022;10;102022;4203006;DOMINGO;NOITE;DESCONHECIDO;NAO INFORMADO;AREA RURAL;00000;00000000;;0000;;;191200;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
4840121;PR4101804202209;2022-09-02;PR;2022;09;092022;4101804;SEXTA-FEIRA;TARDE;COLISAO LATERAL;DESCONHECIDAS;RUA SUZANA SUCKOW;00060;00000000;CENTRO;0000;;;125400;MUNICIPAL;NAO INFORMADO;NAO FOI EM CRUZAMENTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;1;0;2;2;0
1835515;MA2109007202206;2022-06-12;MA;2022;06;062022;2109007;DOMINGO;MADRUGADA;QUEDA;NAO INFORMADO;AVENIDA BENEDITO LEITE;00000;00000000;CENTRO;0000;;;004000;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
5384243;SC4205704202310;2023-10-09;SC;2023;10;102023;4205704;SEGUNDA-FEIRA;TARDE;COLISAO;NAO INFORMADO;RUA FRANCISCO PACHECO DE SOUZA;00000;00000000;;0000;;;154000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
2914326;SC4205506202204;2022-04-16;SC;2022;04;042022;4205506;SABADO;TARDE;COLISAO;NAO INFORMADO;RUA ELZA DA SILVA;00000;00000000;;0000;;;164500;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
6314898;SC4208203202006;2020-06-09;SC;2020;06;062020;4208203;TERCA-FEIRA;NOITE;DESCONHECIDO;NAO INFORMADO;RUA DOUTOR REINALDO SCHMITHAUSEN;00000;00000000;;0000;;;184000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
5605440;ES3203056202202;2022-02-19;ES;2022;02;022022;3203056;SABADO;TARDE;COLISAO;NAO INFORMADO;RUA BEIJA FLOR;00000;00000000;SEAC;0000;-18.9107000;-40.0764000;160000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
2093559;CE2304400201810;2018-10-01;CE;2018;10;102018;2304400;SEGUNDA-FEIRA;MANHA;COLISAO LATERAL;NAO INFORMADO;R MIRACEMA;00000;60871120;MESSEJANA;0000;;;094100;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
6398585;PR4108403202209;2022-09-27;PR;2022;09;092022;4108403;TERCA-FEIRA;TARDE;COLISAO LATERAL;DESCONHECIDAS;RUA DO SEMINARIO;00000;00000000;JARDIM SEMINARIO;0000;;;151000;MUNICIPAL;NAO INFORMADO;CRUZAMENTO  MESMA SUPERFICIE;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;1;0;2;2;0
1381010;MG3106200201809;2018-09-11;MG;2018;09;092018;3106200;TERCA-FEIRA;NOITE;COLISAO TRASEIRA;NAO INFORMADO;CORONEL FORTES;00000;00000000;;0000;;;222734;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
5798551;SC4202404202106;2021-06-20;SC;2021;06;062021;4202404;DOMINGO;MANHA;DESCONHECIDO;NAO INFORMADO;RUA BERNARDO REITER;00000;00000000;;0000;;;103000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
936460;SP3550308202305;2023-05-20;SP;2023;05;052023;3550308;SABADO;TARDE;COLISAO TRASEIRA;CLARO;BR 116;00000;00000000;;0230;-23.4930956;-46.5520995;123500;FEDERAL;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;0;0;0
4402487;SP3550308202003;2020-03-25;SP;2020;03;032020;3550308;QUARTA-FEIRA;TARDE;DESCONHECIDO;DESCONHECIDAS;AVENIDA DOS NACIONALISTAS;00157;00000000;ARICANDUVA;0000;;;124829;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;0;0;0
4540273;SC4209102202404;2024-04-13;SC;2024;04;042024;4209102;SABADO;MANHA;COLISAO;NAO INFORMADO;RUA PONTE SERRADA;00000;00000000;;0000;;;092500;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
461704;SC4212809202309;2023-09-22;SC;2023;09;092023;4212809;SEXTA-FEIRA;NOITE;DESCONHECIDO;NAO INFORMADO;RUA NEREU RAMOS;00000;00000000;;0000;;;180000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
5834584;PA1500602202109;2021-09-22;PA;2021;09;092021;1500602;QUARTA-FEIRA;TARDE;COLISAO;CLARO;PRINCIPAL  RUA;00000;00000000;CENTRO;0000;;;154500;MUNICIPAL;SECA;NAO FOI EM CRUZAMENTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
3095927;SC4202404202012;2020-12-03;SC;2020;12;122020;4202404;QUINTA-FEIRA;TARDE;DESCONHECIDO;NAO INFORMADO;RUA BAHIA;00000;00000000;;0000;;;173000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
957390;MG3106200202312;2023-12-04;MG;2023;12;122023;3106200;SEGUNDA-FEIRA;TARDE;COLISAO FRONTAL;CLARO;GUSTAVO DA SILVEIRA;00572;00000000;HORTO FLORESTAL;0000;-19.8995398;-43.9118522;130456;NAO INFORMADO;SECA;CRUZAMENTO  MESMA SUPERFICIE;ASFALTO;NAO HAVIA CURVA;40 KMH;SIMPLES  SEM CICLOVIA;NAO INFORMADO;NAO;NAO;1;0;2;2;0
2529090;SC4202008201912;2019-12-30;SC;2019;12;122019;4202008;SEGUNDA-FEIRA;NOITE;DESCONHECIDO;NAO INFORMADO;RODOVIA BR-101;00000;00000000;;0000;;;193000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
6493890;SC4214805201909;2019-09-20;SC;2019;09;092019;4214805;SEXTA-FEIRA;TARDE;COLISAO;NAO INFORMADO;RUA PASTOR GERHOLD HOBUS;00000;00000000;;0000;;;121000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
625549;PR4106902202205;2022-05-25;PR;2022;05;052022;4106902;QUARTA-FEIRA;MANHA;COLISAO TRASEIRA;DESCONHECIDAS;AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA;02211;00000000;CIDADE INDUSTRIAL;0000;;;100000;MUNICIPAL;NAO INFORMADO;CRUZAMENTO  MESMA SUPERFICIE;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;1;0;2;2;0
4493660;SP3518800202011;2020-11-14;SP;2020;11;112020;3518800;SABADO;MANHA;ATROPELAMENTO COM PEDESTRE;CLARO;AVENIDA DOUTOR TIMOTEO PENTEADO;04418;00000000;VILA GALVAO;0000;;;093300;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;DESCONHECIDO;1;0;1;1;0
4685923;PR4106902201910;2019-10-08;PR;2019;10;102019;4106902;TERCA-FEIRA;TARDE;COLISAO TRASEIRA;DESCONHECIDAS;RUA MAESTRO CARLOS FRANK;00179;00000000;BOQUEIRAO;0000;;;160000;MUNICIPAL;NAO INFORMADO;NAO FOI EM CRUZAMENTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;1;0;2;2;0
5149558;MG3141009201909;2019-09-09;MG;2019;09;092019;3141009;SEGUNDA-FEIRA;NOITE;CHOQUE;NAO INFORMADO;BRASIL;00000;00000000;;0000;;;192749;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
3367674;GO5208707202004;2020-04-10;GO;2020;04;042020;5208707;SEXTA-FEIRA;MANHA;COLISAO;OUTRAS CONDICOES;RUA 9  CEP 74000-000;00000;00000000;SETOR BUENO;0000;;;063000;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
1855342;SP3516200202103;2021-03-07;SP;2021;03;032021;3516200;DOMINGO;MANHA;CAPOTAMENTO;CLARO;CANDIDO PORTINARI KM 424 200 NORTE;00424;00000000;PARQUE MUNDO NOVO;0000;;;061500;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;1;0;2;2;0
937110;MG3149309202212;2022-12-23;MG;2022;12;122022;3149309;SEXTA-FEIRA;TARDE;QUEDA;NAO INFORMADO;HEITOR CLAUDIO DE SALES;00000;00000000;HIBISCOS;0000;-19.5952226;-44.0284626;125000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
3800753;SC4203808202110;2021-10-27;SC;2021;10;102021;4203808;QUARTA-FEIRA;TARDE;COLISAO;NAO INFORMADO;RUA SENADOR FELIPE SCHIMIDT - PROXIMO A;00000;00000000;;0000;;;134000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;3;3;0
236626;DF5300108202002;2020-02-23;DF;2020;02;022020;5300108;DOMINGO;MANHA;ATROPELAMENTO COM ANIMAIS;NAO INFORMADO;;20238;00000000;SETOR NOROESTE;0000;-0000000000;-0000000000;095500;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
3426844;SP3502804202311;2023-11-22;SP;2023;11;112023;3502804;QUARTA-FEIRA;NOITE;DESCONHECIDO;DESCONHECIDAS;RUA DOS FUNDADORES;01970;00000000;;0000;-21.2106270;-50.4097940;181900;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;0;0;0
2700526;SC4208906202012;2020-12-09;SC;2020;12;122020;4208906;QUARTA-FEIRA;MANHA;DESCONHECIDO;NAO INFORMADO;RUA JOAO PLANINCHECK;00000;00000000;;0000;;;110000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
931801;DF5300108202109;2021-09-20;DF;2021;09;092021;5300108;SEGUNDA-FEIRA;TARDE;COLISAO;CLARO;SHCAO AOS 1 BL A;05303;00000000;OCTOGONAL;0000;-0000000000;-0000000000;160000;NAO INFORMADO;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
572744;PR4116950202003;2020-03-09;PR;2020;03;032020;4116950;SEGUNDA-FEIRA;MANHA;COLISAO TRANSVERSAL;CLARO;RUA ALEXANDRE BONETTI;00000;00000000;CENTRO;0000;;;095000;MUNICIPAL;SECA;CRUZAMENTO  MESMA SUPERFICIE;ASFALTO;DESCONHECIDO;NAO INFORMADO;SIMPLES  COM CICLOVIA;DESCONHECIDO;DESCONHECIDO;NAO;1;0;4;4;0
3508599;GO5208707202101;2021-01-09;GO;2021;01;012021;5208707;SABADO;TARDE;DESCONHECIDO;OUTRAS CONDICOES;RUA C 31  CEP 74265-210;00000;00000000;JARDIM AMERICA;0000;-16.6970487;-49.2854081;173000;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
4067272;MG3131703202205;2022-05-21;MG;2022;05;052022;3131703;SABADO;MANHA;DESCONHECIDO;CLARO;JOAO CAMILO DE OLIVEIRA TORRES;00154;00000000;JUCA ROSA;0000;-19.6284580;-43.2171020;081000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO;SIM;1;0;4;4;0
5555589;MG3157807202005;2020-05-09;MG;2020;05;052020;3157807;SABADO;MADRUGADA;CHOQUE;NAO INFORMADO;HELI ALENCAR DA SILVEIRA;00000;00000000;;0000;;;020000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
6061119;RJ3304557202008;2020-08-15;RJ;2020;08;082020;3304557;SABADO;MADRUGADA;ATROPELAMENTO COM PEDESTRE;NAO INFORMADO;MORICABA;00000;00000000;;0000;-0000000000;-0000000000;020000;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
1146690;RN2408102202007;2020-07-19;RN;2020;07;072020;2408102;DOMINGO;TARDE;COLISAO TRASEIRA;NAO INFORMADO;AV. PRES  CAFE FILHO;00000;00000000;;0000;;;170000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
2862757;SP3550308201902;2019-02-03;SP;2019;02;022019;3550308;DOMINGO;MADRUGADA;COLISAO TRASEIRA;CLARO;RUA AUGUSTO FARINA;01170;00000000;BUTANTA;0000;;;014000;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;1;1;0
3662499;SC4212809202404;2024-04-06;SC;2024;04;042024;4212809;SABADO;NOITE;ATROPELAMENTO COM PEDESTRE;NAO INFORMADO;RODOVIA BR 101;00000;00000000;;0000;;;210000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
